Model,Dataset Type,Num Samples,Clean Accuracy (%),ART Clean Accuracy (%),Adversarial Accuracy (%),Attack,Defense,Accuracy Drop (%),Adversarial Loss,Empirical Robustness,CLEVER L2 Score,Custom Loss Sensitivity,Date
fgsm_defended_20250707_010353.pth,Test,1220,69.0,69.0,49.26229508196721,NewtonFool,FGSM Adversarial Training,19.73770491803279,1.0614423908171107,117.799225,1.0,0.0036521463189274073,2025-07-07 23:44:10
