Model,Dataset Type,Num Samples,Clean Accuracy (%),ART Clean Accuracy (%),Adversarial Accuracy (%),Attack,Defense,Accuracy Drop (%),Adversarial Loss,Empirical Robustness,CLEVER L2 Score,Custom Loss Sensitivity,Date
resnet18_pcam_epoch_20_20250630_233444.pth,Test,1250,74.0,N/A,38.64,Projected Gradient Descent,Feature Squeezing,35.36,1.9542306640625,16.12695,0.9742276926504345,0.13174745440483093,2025-07-09 01:25:13
