Model,Dataset Type,Num Samples,Clean Accuracy (%),ART Clean Accuracy (%),Adversarial Accuracy (%),Attack,Defense,Accuracy Drop (%),Adversarial Loss,Empirical Robustness,CLEVER L2 Score,Custom Loss Sensitivity,Date
resnet18_pcam_epoch_20_20250630_233444.pth,Test,1250,74.0,N/A,44.48,DeepFool,Feature Squeezing,29.520000000000003,2.035002734375,125.6782,0.9612456225961286,0.13174745440483093,2025-07-09 01:04:14
